artist_id,artist_name,genres,popularity,followers
6KImCVD70vtIoJWnq6nGn3,Harry Styles,,80,34106894
0xGtOrmB2hnrNRLG3vhpSo,Anri,"city pop,j-pop,kayokyoku",59,529505
7rGbODPTIVjzn3CTR6RCzE,Junko Ohashi,"city pop,kayokyoku,j-pop",49,143626
4rVB9YY0kKlV5iBATVGxQy,間宮貴子,city pop,39,20337
3WwGRA2o4Ux1RRMYaYDh7N,Mariya Takeuchi,"city pop,kayokyoku,j-pop",57,1035999
0ECegKslGWO6zz3XzTyIwQ,1986 OMEGA TRIBE,"city pop,kayokyoku,j-pop",42,64138
2FdiOm1d5IVBdLlobhzlTF,Kingo Hamada,city pop,48,72484
7bG2PIfT22HGxisl6LAohx,S. Kiyotaka & Omega Tribe,"city pop,kayokyoku,j-pop",45,82548
31SBgHxc8eqZUk9MdveH42,PREP,,47,309124
0du5cEVh5yTK9QJze8zA0C,Bruno Mars,,89,75317615
1TnNKsMdzxwBiHkde10tPX,Yurie Kokubu,city pop,41,34054
1F4A7SV8Xp0KrWdPzkh8UO,Vince Giordano And The Nighthawks,"swing music,jazz",35,6516
4CaTfk4pRkpA8A9gXamYg2,Wendy Marcini,jazz,39,4507
0lrEYsRTl6UNtTagWmJAqZ,Kazumi Tateishi Trio,,39,19126
27Zmfr3VpJSgOf8iyWiZzM,Duke Jordan,"hard bop,jazz,bebop,cool jazz",31,15637
7AbWCUgC8aFlUYWSuiaQhK,The Eddie Higgins Trio,,31,13416
3VEG6gxFIMfl4Cdog26avS,Bill Evans Trio,"jazz,cool jazz,hard bop,bebop",53,310021
5ogO48IG4KEeiAwFTJ8nCf,Oakwood Station,jazz,46,7460
0uznEwAun1tXBVJWQASNns,Jonah Aardekker,,28,1243
4jXfFzeP66Zy67HM2mvIIF,Bill Evans,"jazz,cool jazz,bebop,hard bop",61,774314
7wFDo161xYdeaiLz3KIHoM,Gallant,alternative r&b,45,318872
6xeFne1rkxMhKSW3ipvkdV,Toploader,,60,120842
7tZ4vIF5bfR7cI1VOVPvpy,Junichi Inagaki,"city pop,kayokyoku,j-pop,enka",43,148794
22oiFjlZPKJ1XphV2et1u1,Naul,k-ballad,40,124172
3rxeQlsv0Sc2nyYaZ5W71T,Chet Baker,"jazz,cool jazz,vocal jazz",64,1329712
1YzCsTRb22dQkh9lghPIrp,Billie Holiday,"jazz,vocal jazz,jazz blues,big band",63,2069089
7v4imS0moSyGdXyLgVTIV7,Nat King Cole,"christmas,adult standards,vocal jazz",68,2535162
03EYBMnqSchCMp5D9qmFXi,Stacey Kent,"french jazz,vocal jazz,jazz,bossa nova,smooth jazz",58,305082
3UHyuBA5qay3xcxFr3Z1Y9,Rachael & Vilray,vocal jazz,43,44414
3cR4rhS2hBWqI7rJEBacvN,Leslie Odom Jr.,musicals,73,361208
1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,christmas,73,6887618
5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,"vocal jazz,jazz,swing music,jazz blues,big band,christmas",66,2723424
