playlist_id,playlist_name,owner_id,is_owner,is_public,is_collaborative,total_tracks,description,snapshot_id,extracted_at
5dzbOhYu8IbnYJkXh7w5Ml,💦✨Spindrift ✨💦,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,9,,AAAACloD7g68TTTgUEw/Kzdh0B85Zbpi,2025-10-26 20:12:02.445692
7KbqAlGe4YEvL6lHxDvok7,24' S/S,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,16,,AAAAEWwYbegIG7iFwAEld/uUWvoWXY93,2025-10-26 20:12:02.983169
3J4aPKLbKC0NFJjnEOmEeI,jan 24 :),q50mgpub6pstwwkx18evoalop,False,True,False,19,ANOTHER GREAT YEAR TO SPEND WITH MY AMAZING AND WONDERFUL BOYFRIEND!!!!!!,AAAAI+ql+4/JQOieAvmRqWKzyMwEygXh,2025-10-26 20:12:03.478086
775QNMmZKu4NZbx2XEwsi4,they did surgery on a grape 🍇,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,14,,AAAAFPJiwGhYSb19m089a1JvzkKYj0eL,2025-10-26 20:12:04.091178
0i2FMK9LtAkowhvXjPqxaO,Classicalistababy,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,27,,AAAAHbfNrw+dYL8v1j5agVnUAZGcOBnX,2025-10-26 20:12:04.525329
4iTdJNh69WlpVTrn2H5GfL,aloe (jan 23),q50mgpub6pstwwkx18evoalop,False,True,False,31,healing pop,AAAAOUMlAU/7IT4j8FvzwAywKa9XCYUv,2025-10-26 20:12:05.511460
4RLcrcP585FTUXz4J30gtC,is this what it feels like to feel like this?,q50mgpub6pstwwkx18evoalop,False,True,False,18,the title is a reference to a song by the wombats that coincidentally doesnt fit this playlist,AAAAI+ubunJk9p89/65JmhoCdSpMwAAW,2025-10-26 20:12:06.508793
7wt9LWWOXVLqQlB84PxVuB,end of semester marsupial vibes,q50mgpub6pstwwkx18evoalop,False,True,False,15,I LOVE THE WOMBATS AND CANNOT STOP EATING PEANUT M&amp;MS!!!,AAAAKTupQKcCcW/sPVg3aAoMXeE0I1zN,2025-10-26 20:12:06.815416
4jPjkcNvScLAuE0Gxpuovx,Vocal JazzZZZ,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,26,,AAAAG0kRbvnmCdg2pZObFKkYHHirsX/3,2025-10-26 20:12:07.357724
0i7LX7GwW5bLhY1ZZUOj9Y,Winter ❄️ ,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,26,,AAAAHNir79UyGcCks41pmfqCnN+xeMQL,2025-10-26 20:12:08.029244
5H6ByBKt0e2U6tPJejAE6G,Jazzy 🎄,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,11,,AAAAD+F9BPENqL3GjpdGzqwRzSYsDhRN,2025-10-26 20:12:08.356016
5lfpg8lJGejcrzApSur0sH,Amaranth,q50mgpub6pstwwkx18evoalop,False,True,False,27,,AAAAKJAJDa/hBrdVamGv+dvk+jZIsLKa,2025-10-26 20:12:08.712008
6c8DHRxSR2uINHc9GvUEcf,I actually like Jazz :),31zzumwgpsmapcx7ndllbq6guraa,True,True,False,34,,AAAAJqYkoeqRLE3kbDs4CFZBgQQpiXM9,2025-10-26 20:12:09.015910
6aJmacs5ecKJ4V4QG4POsk,fall 22,q50mgpub6pstwwkx18evoalop,False,True,False,12,,AAAAGrAjrDtRhUl5gskPhDH19eMvaadR,2025-10-26 20:12:09.538851
2UUNUW1eF0FBzZWkX68izG,Fresh breeze,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,22,,AAAAF1RQdWNISHhOHA8y9fc3N39PCMcI,2025-10-26 20:12:09.717798
2DRRLSx3bIDu0ng5vrlaJG,Fall🍁,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,51,,AAAATGhoqEWZVpExdIZhSlndyc1tSCX+,2025-10-26 20:12:10.071417
4ky3BePcqObQRMqySMO67W,Background music is beautiful,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,79,,AAAAY0WHjdW228INUaLR07bsTdv2HvBv,2025-10-26 20:12:10.896788
0AHOn2GL4SWA5Eu5I5x1tq,🎄,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,28,,AAAAHkKllpQnd5pyYhxHSO9O62OhXWqh,2025-10-26 20:12:11.577765
1uOa1Om9zdr4Jm3oJ39ZIz,"""frustrated"" songs :)",q50mgpub6pstwwkx18evoalop,False,False,False,12,,AAAAIE8IDAP53ID2xEiEZvnJcAdq4kE3,2025-10-26 20:12:12.385146
3AydmJRuGab9pR6vHjdp2M,情,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,39,,AAAAM10qd3t0da5gCDnXPlF97STc8dpx,2025-10-26 20:12:12.736063
72uzmXra97yeAZiIK7dwa7,something more than restless mornings,q50mgpub6pstwwkx18evoalop,False,True,False,25,"BABY IVE BEEN SO SCARED, SO SCARED OF DYING WITH NOTHING TO LOSE",AAAAMY5H/zUeFdE9Q74ga4k6KwIItSaU,2025-10-26 20:12:13.060211
4q39nT9AWZ0u5iSXWFcrMo,Old pop,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,42,,AAAAL+80w4PiBwwXUH2VeX3+cvBoxYBR,2025-10-26 20:12:13.334843
6SbXAHUgCQqGOddmG6bEN2,🕶,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,60,,AAAAP0pH9Q8XVpJr+J6+Cxr4WKMTTfHt,2025-10-26 20:12:14.181740
1gs6EHUidD5KvCA5BBCLqt,Moonlight,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,42,,AAAAL1qHR8yn9Dqt77g63Wsd4E1ALkbZ,2025-10-26 20:12:14.846346
5Q3QT5VDxhroBOGuuvCvN9,Daylight,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,48,,AAAANpOQOY+ixjrcm4NHdHNv2F187jVS,2025-10-26 20:12:15.158425
6hYD0yDykUq5lTElybleSr,Summer☀️,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,49,,AAAAPCH02bI1DjaytLceJuh48f9GnjzX,2025-10-26 20:12:15.939847
5xJQxv7kzS9mctw898T9eW,Summer🌙,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,43,,AAAAMQMlsgEcUpe1zk9F8GPpiJtfYS/y,2025-10-26 20:12:17.266442
2oDSweEyDS8XMFLeJ2wP4p,Spring🍀,31zzumwgpsmapcx7ndllbq6guraa,True,True,False,42,,AAAANL3sgR6zYdtPqFbm1lGfJK04NBoj,2025-10-26 20:12:17.938463
