played_at,track_id,track_name,artist_id,artist_name,album_id,album_name,album_release_date,duration_ms,popularity,explicit,track_uri
2025-10-19T02:32:24.981Z,3RBptDxpH6VntWaNISmPDi,The Air Up Here,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,284813,40,False,spotify:track:3RBptDxpH6VntWaNISmPDi
2025-10-19T02:27:40.201Z,0FYgbU053OIe4Mg6EtxSgp,Find Your Throne,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,206387,38,False,spotify:track:0FYgbU053OIe4Mg6EtxSgp
2025-10-19T02:24:13.954Z,3K9a6cp22vv8LLiS2IgjnN,Skeleton Key,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,182554,49,False,spotify:track:3K9a6cp22vv8LLiS2IgjnN
2025-10-19T02:21:11.812Z,6hd9PsMDYaBEkQOjq6F3XH,The Title Track,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,151196,53,False,spotify:track:6hd9PsMDYaBEkQOjq6F3XH
2025-10-19T02:18:40.240Z,4NGJPKIULc39WvgNwDjKQT,Escape Rope,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,136890,40,False,spotify:track:4NGJPKIULc39WvgNwDjKQT
2025-10-19T02:16:23.088Z,1OaxNRElmUYeg84ZqBGIr0,Say Less,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,145236,39,True,spotify:track:1OaxNRElmUYeg84ZqBGIr0
2025-10-19T02:13:57.978Z,4udlZkMAIyKsx4PZefD4Yb,Doctor Whomst,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,179277,46,False,spotify:track:4udlZkMAIyKsx4PZefD4Yb
2025-10-19T02:10:58.627Z,2iQ3T5KI7n6sMSNXRBkjSD,666 Flags,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,167450,43,True,spotify:track:2iQ3T5KI7n6sMSNXRBkjSD
2025-10-19T02:08:11.208Z,0ZwS03v4euiMztP9xDLgoO,24 Hr Drive-Thru,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,164032,49,False,spotify:track:0ZwS03v4euiMztP9xDLgoO
2025-10-19T02:05:27.252Z,4fFiXfYW8JTyWwysayiNUf,Welcome to...,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,185133,39,False,spotify:track:4fFiXfYW8JTyWwysayiNUf
2025-10-18T18:19:06.578Z,78W4mTLIh4qoLu92W4IQhO,ライラック,4QvgGvpgzgyUOo8Yp8LDm9,Mrs. GREEN APPLE,40CHqDtwO8xlI3Ns7sZZel,ライラック,2024-04-11,288200,72,False,spotify:track:78W4mTLIh4qoLu92W4IQhO
2025-10-18T18:14:19.109Z,2gIyLzwAB0kagC7WwQaGWy,utatane,0ufoLkr55gheQNunOgkTae,Leina,7i4NY6tlCB2YvAJnmIyuod,tulip,2023-10-18,181022,46,False,spotify:track:2gIyLzwAB0kagC7WwQaGWy
2025-10-18T18:11:15.114Z,78W4mTLIh4qoLu92W4IQhO,ライラック,4QvgGvpgzgyUOo8Yp8LDm9,Mrs. GREEN APPLE,40CHqDtwO8xlI3Ns7sZZel,ライラック,2024-04-11,288200,72,False,spotify:track:78W4mTLIh4qoLu92W4IQhO
2025-10-18T18:06:15.512Z,1mWN1USPKg632qQXG9sfDL,丸ノ内サディスティック,2XjqKvB2Xz9IdyjWPIHaXi,Sheena Ringo,2GPMPtwaSjGKvQ5zZui7s2,無罪モラトリアム,1999-02-24,235866,67,False,spotify:track:1mWN1USPKg632qQXG9sfDL
2025-10-18T16:49:14.878Z,6lvjkI4I29oOmoTzr1jLPW,負けないで,2NKadilSWCwuqGp5QoDeUS,ZARD,3NrfMGWHiHumNFNlrVq9Lq,ZARD BEST The Single Collection ～軌跡～,1999-05-28,224566,43,False,spotify:track:6lvjkI4I29oOmoTzr1jLPW
2025-10-18T16:41:21.506Z,5BC6kr6etk2Y9J62AyI4i3,青と夏,4QvgGvpgzgyUOo8Yp8LDm9,Mrs. GREEN APPLE,3bRSI9DOQA2KdJ7t6zdW0V,Attitude,2019-10-01,270026,74,False,spotify:track:5BC6kr6etk2Y9J62AyI4i3
2025-10-18T16:37:03.012Z,2gIyLzwAB0kagC7WwQaGWy,utatane,0ufoLkr55gheQNunOgkTae,Leina,7i4NY6tlCB2YvAJnmIyuod,tulip,2023-10-18,181022,46,False,spotify:track:2gIyLzwAB0kagC7WwQaGWy
2025-10-18T16:34:28.605Z,78W4mTLIh4qoLu92W4IQhO,ライラック,4QvgGvpgzgyUOo8Yp8LDm9,Mrs. GREEN APPLE,40CHqDtwO8xlI3Ns7sZZel,ライラック,2024-04-11,288200,72,False,spotify:track:78W4mTLIh4qoLu92W4IQhO
2025-10-18T16:27:48.316Z,02sy7FAs8dkDNYsHp4Ul3f,Soda Pop,0BJ2EjOqcfgFvlZXNKrNbE,Saja Boys,14JkAa6IiFaOh5s0nMyMU9,KPop Demon Hunters (Soundtrack from the Netflix Film),2025-06-20,150686,95,False,spotify:track:02sy7FAs8dkDNYsHp4Ul3f
2025-10-18T16:25:23.238Z,08PQgCL2WTNuMKAnbKC9jV,Oshakashama,1EowJ1WwkMzkCkRomFhui7,RADWIMPS,3phjMsKsr6V1aicq04S3Ie,Arutokoroni no Teiri,2009-03-11,228146,43,False,spotify:track:08PQgCL2WTNuMKAnbKC9jV
2025-10-18T16:20:52.599Z,3A4FRzgve9BjfKbvVXRIFO,Sparkle - movie ver.,1EowJ1WwkMzkCkRomFhui7,RADWIMPS,4qApTp9557qYZzRLEih4uP,Your Name.,2016-08-24,537653,66,False,spotify:track:3A4FRzgve9BjfKbvVXRIFO
2025-10-18T16:04:22.416Z,1mWN1USPKg632qQXG9sfDL,丸ノ内サディスティック,2XjqKvB2Xz9IdyjWPIHaXi,Sheena Ringo,2GPMPtwaSjGKvQ5zZui7s2,無罪モラトリアム,1999-02-24,235866,67,False,spotify:track:1mWN1USPKg632qQXG9sfDL
2025-10-18T16:00:02.965Z,6lvjkI4I29oOmoTzr1jLPW,負けないで,2NKadilSWCwuqGp5QoDeUS,ZARD,3NrfMGWHiHumNFNlrVq9Lq,ZARD BEST The Single Collection ～軌跡～,1999-05-28,224566,43,False,spotify:track:6lvjkI4I29oOmoTzr1jLPW
2025-10-18T15:56:16.951Z,5BC6kr6etk2Y9J62AyI4i3,青と夏,4QvgGvpgzgyUOo8Yp8LDm9,Mrs. GREEN APPLE,3bRSI9DOQA2KdJ7t6zdW0V,Attitude,2019-10-01,270026,74,False,spotify:track:5BC6kr6etk2Y9J62AyI4i3
2025-10-18T15:48:51.535Z,2gIyLzwAB0kagC7WwQaGWy,utatane,0ufoLkr55gheQNunOgkTae,Leina,7i4NY6tlCB2YvAJnmIyuod,tulip,2023-10-18,181022,46,False,spotify:track:2gIyLzwAB0kagC7WwQaGWy
2025-10-18T15:45:51.221Z,78W4mTLIh4qoLu92W4IQhO,ライラック,4QvgGvpgzgyUOo8Yp8LDm9,Mrs. GREEN APPLE,40CHqDtwO8xlI3Ns7sZZel,ライラック,2024-04-11,288200,72,False,spotify:track:78W4mTLIh4qoLu92W4IQhO
2025-10-18T15:41:04.784Z,02sy7FAs8dkDNYsHp4Ul3f,Soda Pop,0BJ2EjOqcfgFvlZXNKrNbE,Saja Boys,14JkAa6IiFaOh5s0nMyMU9,KPop Demon Hunters (Soundtrack from the Netflix Film),2025-06-20,150686,95,False,spotify:track:02sy7FAs8dkDNYsHp4Ul3f
2025-10-18T15:36:02.638Z,08PQgCL2WTNuMKAnbKC9jV,Oshakashama,1EowJ1WwkMzkCkRomFhui7,RADWIMPS,3phjMsKsr6V1aicq04S3Ie,Arutokoroni no Teiri,2009-03-11,228146,43,False,spotify:track:08PQgCL2WTNuMKAnbKC9jV
2025-10-18T15:32:05.402Z,3A4FRzgve9BjfKbvVXRIFO,Sparkle - movie ver.,1EowJ1WwkMzkCkRomFhui7,RADWIMPS,4qApTp9557qYZzRLEih4uP,Your Name.,2016-08-24,537653,66,False,spotify:track:3A4FRzgve9BjfKbvVXRIFO
2025-10-18T15:22:23.482Z,3A4FRzgve9BjfKbvVXRIFO,Sparkle - movie ver.,1EowJ1WwkMzkCkRomFhui7,RADWIMPS,4qApTp9557qYZzRLEih4uP,Your Name.,2016-08-24,537653,66,False,spotify:track:3A4FRzgve9BjfKbvVXRIFO
2025-10-18T15:13:27.270Z,1mWN1USPKg632qQXG9sfDL,丸ノ内サディスティック,2XjqKvB2Xz9IdyjWPIHaXi,Sheena Ringo,2GPMPtwaSjGKvQ5zZui7s2,無罪モラトリアム,1999-02-24,235866,67,False,spotify:track:1mWN1USPKg632qQXG9sfDL
2025-10-18T15:09:28.595Z,6lvjkI4I29oOmoTzr1jLPW,負けないで,2NKadilSWCwuqGp5QoDeUS,ZARD,3NrfMGWHiHumNFNlrVq9Lq,ZARD BEST The Single Collection ～軌跡～,1999-05-28,224566,43,False,spotify:track:6lvjkI4I29oOmoTzr1jLPW
2025-10-18T15:05:43.912Z,5BC6kr6etk2Y9J62AyI4i3,青と夏,4QvgGvpgzgyUOo8Yp8LDm9,Mrs. GREEN APPLE,3bRSI9DOQA2KdJ7t6zdW0V,Attitude,2019-10-01,270026,74,False,spotify:track:5BC6kr6etk2Y9J62AyI4i3
2025-10-18T14:58:03.102Z,2gIyLzwAB0kagC7WwQaGWy,utatane,0ufoLkr55gheQNunOgkTae,Leina,7i4NY6tlCB2YvAJnmIyuod,tulip,2023-10-18,181022,46,False,spotify:track:2gIyLzwAB0kagC7WwQaGWy
2025-10-18T14:55:09.577Z,78W4mTLIh4qoLu92W4IQhO,ライラック,4QvgGvpgzgyUOo8Yp8LDm9,Mrs. GREEN APPLE,40CHqDtwO8xlI3Ns7sZZel,ライラック,2024-04-11,288200,72,False,spotify:track:78W4mTLIh4qoLu92W4IQhO
2025-10-18T04:19:48.559Z,02sy7FAs8dkDNYsHp4Ul3f,Soda Pop,0BJ2EjOqcfgFvlZXNKrNbE,Saja Boys,14JkAa6IiFaOh5s0nMyMU9,KPop Demon Hunters (Soundtrack from the Netflix Film),2025-06-20,150686,95,False,spotify:track:02sy7FAs8dkDNYsHp4Ul3f
2025-10-17T15:51:43.417Z,08PQgCL2WTNuMKAnbKC9jV,Oshakashama,1EowJ1WwkMzkCkRomFhui7,RADWIMPS,3phjMsKsr6V1aicq04S3Ie,Arutokoroni no Teiri,2009-03-11,228146,43,False,spotify:track:08PQgCL2WTNuMKAnbKC9jV
2025-10-17T15:47:38.503Z,3A4FRzgve9BjfKbvVXRIFO,Sparkle - movie ver.,1EowJ1WwkMzkCkRomFhui7,RADWIMPS,4qApTp9557qYZzRLEih4uP,Your Name.,2016-08-24,537653,66,False,spotify:track:3A4FRzgve9BjfKbvVXRIFO
2025-10-17T15:44:16.760Z,2FN7qaJcXH3HQfGeeBinbZ,ちゅ、多様性。,7Il739Q5W4yJUYC3hfnX6z,ano,1BZ7jYbJGOBvNhwcv1w6Hj,猫猫吐吐 - 猫猫 -,2023-12-13,188989,52,True,spotify:track:2FN7qaJcXH3HQfGeeBinbZ
