artist_id,artist_name,genres,popularity,followers
4ytkhMSAnrDP8XzRNlw9FS,Vince Guaraldi Trio,christmas,58,178990
2Ouy64LMwX0NN3yekUfTfo,New York Jazz Trio,christmas,37,8604
7gXUrN8vgmVhKVCkw9pavV,Vince Guaraldi,christmas,60,87307
6zkX5fhrSD4tdVOmimR9wB,Oscar Peterson,"jazz,cool jazz,bebop",55,316868
7AbWCUgC8aFlUYWSuiaQhK,The Eddie Higgins Trio,,32,13477
7qYYtUCPSVXspwRs4wiQ9R,Eltingvilles,,38,283
6bDWAcdtVR3WHz2xtiIPUi,Fujii Kaze,j-pop,74,4579571
6nVMMEywS5Y4tsHPKx1nIo,TVXQ!,k-pop,51,862989
7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,k-pop,77,13701929
0BqBNOQfrBTClJMq6n03Mf,Ron Bladworth,,42,413
